,VEHICLE_PICTURE,OVERALL_STARS,OVERALL_FRNT_STARS,FRNT_DRIV_STARS,FRNT_PASS_STARS,FRNT_FOOT_NOTES_DRIV,FRNT_FOOT_NOTES_PASS,FRNT_SAFETY_CONCERN_DRIV,FRNT_SAFETY_CONCERN_PASS,FRNT_CRASH_PICTURE,FRNT_CRASH_VIDEO,OVERALL_SIDE_STARS,SIDE_DRIV_STARS,SIDE_PASS_STARS,SIDE_FOOT_NOTES_DRIV,SIDE_FOOT_NOTES_PASS,SIDE_SAFETY_CONCERN_DRIV,SIDE_SAFETY_CONCERN_PASS,SIDE_CRASH_PICTURE,SIDE_CRASH_VIDEO,ROLLOVER_STARS,ROLLOVER_STARS_2,ROLLOVER_POSSIBILITY,ROLLOVER_POSSIBILITY_2,ROLL_FOOT_NOTES,ROLL_SAFETY_CONCERN,SIDE_POLE_STARS,POLE_FOOT_NOTES,POLE_SAFETY_CONCERN,SIDE_POLE_PICTURE,SIDE_POLE_VIDEO,NHTSA_ESC,NHTSA_FRNT_COLLISION_WARNING,NHTSA_LANE_DEPARTURE_WARNING,NHTSA_BACKUP_CAMERA,COMPLAINTS_COUNT,RECALLS_COUNT,INVESTIGATIONS_COUNT,MODEL_YR,MAKE,MODEL,MMY,VEHICLE_ID
0,,4,4,4,4,,,,,,,5,4,5,,"Although not included in the star rating, the rear passenger's thoracic rib deflection was elevated.

",,"Due to the intrusion of the left rear door during the side impact test, the interior door panel struck the torso of the rear passenger dummy, causing a high lower spine acceleration. High lower spine accelerations, in excess of 82 g's, indicate a higher likelihood of thoracic injury.",,,4,Not Rated,0.116,0,,,5,,,,,,,,,0,0,0,2017,KIA,RIO,2017 Kia Rio 5 HB FWD,11004
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09114P082.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09114P083.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09114C021.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09115P108.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09115C013.wmv,4,Not Rated,0.13,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09120P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09120C014.wmv,Standard,Optional,Optional,,4,0,0,2017,KIA,SEDONA,2017 Kia Sedona VAN FWD,11007
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09157P086.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09157P085.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09157C016.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09159P105.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09159C012.wmv,4,Not Rated,0.15,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09158P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09158C012.wmv,,Optional,Optional,,25,2,0,2017,KIA,SORENTO,2017 Kia Sorento SUV AWD,11006
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09157P086.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09157P085.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09157C016.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09159P105.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09159C012.wmv,4,Not Rated,0.158,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09158P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09158C012.wmv,,Optional,Optional,,25,2,0,2017,KIA,SORENTO,2017 Kia Sorento SUV FWD,11005
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08464P086.jpg,5,5,5,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08464P085.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v08464C016.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08460P111.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v08460C012.wmv,4,Not Rated,0.147,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08461P076.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v08461C012.wmv,,Optional,Optional,,7,0,0,2017,KIA,SOUL,2017 Kia Soul SUV FWD,11353
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,Optional,2,0,0,2017,KIA,SOUL EV,2017 Kia Soul EV SUV FWD,11607
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09745P080.jpg,5,4,4,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09745P081.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09745C017.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09747P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09747C014.wmv,4,Not Rated,0.147,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09746P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09746C014.wmv,,Optional,Optional,Standard,23,1,0,2017,KIA,SPORTAGE,2017 Kia Sportage SUV AWD,11241
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09745P080.jpg,5,4,4,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09745P081.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09745C017.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09747P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09747C014.wmv,4,Not Rated,0.155,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09746P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09746C014.wmv,,Optional,Optional,Standard,23,1,0,2017,KIA,SPORTAGE,2017 Kia Sportage SUV FWD,11242
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,4,2,0,2017,LAND ROVER,DISCOVERY SPORT (5 SEAT),2017 Land Rover Discovery Sport (5 Seat) SUV 4WD,11510
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,4,2,0,2017,LAND ROVER,DISCOVERY SPORT (7 SEAT),2017 Land Rover Discovery Sport (7 Seat) SUV 4WD,11511
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,7,3,0,2017,LAND ROVER,RANGE ROVER (LWB),2017 Land Rover Range Rover (LWB) SUV 4WD,11504
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,7,3,0,2017,LAND ROVER,RANGE ROVER (SWB),2017 Land Rover Range Rover (SWB) SUV 4WD,11503
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,7,3,0,2017,LAND ROVER,RANGE ROVER EVOQUE (3-DOOR),2017 Land Rover Range Rover Evoque (3-Door) SUV 4WD,11507
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,7,3,0,2017,LAND ROVER,RANGE ROVER EVOQUE (5-DOOR),2017 Land Rover Range Rover Evoque (5-Door) SUV 4WD,11508
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,7,3,0,2017,LAND ROVER,RANGE ROVER EVOQUE (CONVERTIBLE),2017 Land Rover Range Rover Evoque (Convertible) SUV 4WD,11509
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,7,3,0,2017,LAND ROVER,RANGE ROVER SPORT (5 SEAT),2017 Land Rover Range Rover Sport (5 Seat) SUV 4WD,11505
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,7,3,0,2017,LAND ROVER,RANGE ROVER SPORT (7 SEAT),2017 Land Rover Range Rover Sport (7 Seat) SUV 4WD,11506
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,,,2,0,0,2017,LEXUS,CT200H,2017 Lexus CT200H 5 HB FWD,11608
0,,5,4,5,4,,,,,,,5,5,5,,,,,,,4,Not Rated,0.111,0,,,4,,,,,,Optional,Optional,Standard,0,0,0,2017,LEXUS,ES300H,2017 Lexus ES300H 4 DR FWD,11121
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09487P082.jpg,5,4,5,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09487P083.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09487C021.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09488P107.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09488C013.wmv,4,Not Rated,0.111,0,,,4,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09489P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09489C014.wmv,,Optional,Optional,Standard,5,1,0,2017,LEXUS,ES350,2017 Lexus ES350 4 DR FWD,11122
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,Optional,0,0,0,2017,LEXUS,GS F,2017 Lexus GS F 4 DR RWD,11610
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,Standard,0,0,0,2017,LEXUS,GS200T,2017 Lexus GS200T 4 DR AWD,11613
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,Standard,0,0,0,2017,LEXUS,GS200T,2017 Lexus GS200T 4 DR RWD,11612
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,Standard,2,0,0,2017,LEXUS,GS350,2017 Lexus GS350 4 DR AWD,11619
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,Standard,2,0,0,2017,LEXUS,GS350,2017 Lexus GS350 4 DR RWD,11616
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,Standard,0,0,0,2017,LEXUS,GS450H,2017 Lexus GS450H 4 DR RWD,11621
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,,,0,1,0,2017,LEXUS,GX460,2017 Lexus GX460 SUV AWD,11623
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v10031P083.jpg,5,4,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v10031P084.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v10031C021.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v10046P106.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v10046C013.wmv,5,Not Rated,0.095,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v10044P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v10044C013.wmv,,,Standard,Optional,1,0,0,2017,LEXUS,IS200T,2017 Lexus IS200T 4 DR RWD,11124
0,,5,4,4,4,,,,,,,5,5,5,,,,,,,5,Not Rated,0.095,0,,,5,,,,,,,Standard,Optional,0,0,0,2017,LEXUS,IS300,2017 Lexus IS300 4 DR AWD,11125
0,,5,4,4,4,,,,,,,5,5,5,,,,,,,5,Not Rated,0.095,0,,,5,,,,,,,Standard,Optional,0,0,0,2017,LEXUS,IS350,2017 Lexus IS350 4 DR AWD,11128
0,,5,4,4,4,,,,,,,5,5,5,,,,,,,5,Not Rated,0.095,0,,,5,,,,,,,Standard,Optional,0,0,0,2017,LEXUS,IS350,2017 Lexus IS350 4 DR RWD,11127
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,,Standard,0,0,0,2017,LEXUS,LS460,2017 Lexus LS460 4 DR AWD,11624
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,,Standard,0,0,0,2017,LEXUS,LS460,2017 Lexus LS460 4 DR RWD,11627
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,Standard,0,0,0,2017,LEXUS,LS460L,2017 Lexus LS460L 4 DR AWD,11630
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,Standard,0,0,0,2017,LEXUS,LS460L,2017 Lexus LS460L 4 DR RWD,11629
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,Standard,0,0,0,2017,LEXUS,LX570,2017 Lexus LX570 SUV AWD,11632
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09070P089.jpg,5,4,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09070P088.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09070C016.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09073P106.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09073C012.wmv,4,Not Rated,0.16,0,,,4,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09072P074.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09072C012.wmv,,Optional,Optional,Standard,5,0,0,2017,LEXUS,NX200T,2017 Lexus NX200T SUV AWD,11134
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09070P089.jpg,5,4,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09070P088.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09070C016.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09073P106.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09073C012.wmv,4,Not Rated,0.161,0,,,4,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09072P074.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09072C012.wmv,,Optional,Optional,Standard,5,0,0,2017,LEXUS,NX200T,2017 Lexus NX200T SUV FWD,11133
0,,5,4,4,4,,,,,,,5,5,5,,,,,,,4,Not Rated,0.16,0,,,4,,,,,,Optional,Optional,Standard,0,0,0,2017,LEXUS,NX300H,2017 Lexus NX300H SUV AWD,11136
0,,5,4,4,4,,,,,,,5,5,5,,,,,,,4,Not Rated,0.161,0,,,4,,,,,,Optional,Optional,Standard,0,0,0,2017,LEXUS,NX300H,2017 Lexus NX300H SUV FWD,11135
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,Standard,0,0,0,2017,LEXUS,RC F,2017 Lexus RC F 2 DR RWD,11635
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,Standard,0,0,0,2017,LEXUS,RC200T,2017 Lexus RC200T 2 DR AWD,11637
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,Standard,0,0,0,2017,LEXUS,RC200T,2017 Lexus RC200T 2 DR RWD,11639
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,Standard,0,0,0,2017,LEXUS,RC300,2017 Lexus RC300 2 DR AWD,11640
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,Standard,0,0,0,2017,LEXUS,RC300,2017 Lexus RC300 2 DR RWD,11641
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,Standard,0,0,0,2017,LEXUS,RC350,2017 Lexus RC350 2 DR AWD,11646
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,Standard,0,0,0,2017,LEXUS,RC350,2017 Lexus RC350 2 DR RWD,11645
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v10007P082.JPG,5,4,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v10007P083.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v10007C020.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09582P105.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09582C014.wmv,4,Not Rated,0.164,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09584P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09584C013.wmv,,Optional,Optional,Standard,6,0,0,2017,LEXUS,RX350,2017 Lexus RX350 SUV AWD,11129
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v10007P082.JPG,4,4,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v10007P083.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v10007C020.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09582P105.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09582C014.wmv,4,Not Rated,0.179,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09584P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09584C013.wmv,,Optional,Optional,Standard,6,0,0,2017,LEXUS,RX350,2017 Lexus RX350 SUV FWD,11130
0,,5,4,4,4,,,,,,,5,5,5,,,,,,,4,Not Rated,0.164,0,,,5,,,,,,Optional,Optional,Standard,0,0,0,2017,LEXUS,RX450H,2017 Lexus RX450h SUV AWD,11132
0,,4,4,4,4,,,,,,,5,5,5,,,,,,,4,Not Rated,0.179,0,,,5,,,,,,Optional,Optional,Standard,0,0,0,2017,LEXUS,RX450H,2017 Lexus RX450h SUV FWD,11131
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v10091P006.JPG,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v10091P080.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v10091C013.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v10092P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v10092C014.wmv,4,Not Rated,0.106,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v10093P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v10093C013.wmv,,Optional,TBD,Standard,3,2,0,2017,LINCOLN,CONTINENTAL,2017 Lincoln Continental 4 DR AWD,11649
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v10091P006.JPG,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v10091P080.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v10091C013.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v10092P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v10092C014.wmv,4,Not Rated,0.106,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v10093P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v10093C013.wmv,,Optional,TBD,Standard,3,2,0,2017,LINCOLN,CONTINENTAL,2017 Lincoln Continental 4 DR RWD,11648
0,,4,4,5,4,,,,,,,5,5,5,,,,,,,4,Not Rated,0.169,0,,,5,,,,,,Optional,Optional,Standard,5,0,0,2017,LINCOLN,MKC,2017 Lincoln MKC SUV AWD,11083
0,,4,4,5,4,,,,,,,5,5,5,,,,,,,4,Not Rated,0.164,0,,,5,,,,,,Optional,Optional,Standard,5,0,0,2017,LINCOLN,MKC,2017 Lincoln MKC SUV FWD,11082
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,4,Not Rated,0.151,0,,,Not Rated,,,,,,Optional,Optional,Standard,1,1,0,2017,LINCOLN,MKT,2017 Lincoln MKT SUV AWD,11234
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,4,Not Rated,0.164,0,,,Not Rated,,,,,,Optional,Optional,Standard,1,1,0,2017,LINCOLN,MKT,2017 Lincoln MKT SUV FWD,11233
0,,5,5,5,5,,,,,,,5,5,5,,,,,,,4,Not Rated,0.155,0,,,5,,,,,,Optional,Optional,Standard,3,1,0,2017,LINCOLN,MKX,2017 Lincoln MKX SUV AWD,11235
0,,5,5,5,5,,,,,,,5,5,5,,,,,,,4,Not Rated,0.154,0,,,5,,,,,,Optional,Optional,Standard,3,1,0,2017,LINCOLN,MKX,2017 Lincoln MKX SUV FWD,11236
0,,5,4,5,3,,,,,,,5,5,5,,,,,,,4,Not Rated,0.109,0,,,5,,,,,,Optional,Optional,Standard,4,1,0,2017,LINCOLN,MKZ,2017 Lincoln MKZ 4 DR AWD,11080
0,,5,4,5,3,,,,,,,5,5,5,,,,,,,4,Not Rated,0.109,0,,,5,,,,,,Optional,Optional,Standard,4,1,0,2017,LINCOLN,MKZ,2017 Lincoln MKZ 4 DR FWD,11079
0,,5,4,5,3,,,,,,,5,5,5,,,,,,,4,Not Rated,0.109,0,,,5,,,,,,Optional,Optional,Standard,6,1,0,2017,LINCOLN,MKZ HEV,2017 Lincoln MKZ HEV 4 DR FWD,11081
0,,5,5,5,5,,,,,,,5,5,5,,,,,,,3,Not Rated,0.212,0,,,5,,,,,,,,Standard,1,0,0,2017,LINCOLN,NAVIGATOR,2017 Lincoln Navigator Extended SUV 4x2,11239
0,,5,5,5,5,,,,,,,5,5,5,,,,,,,4,Not Rated,0.198,0,,,5,,,,,,,,Standard,1,0,0,2017,LINCOLN,NAVIGATOR,2017 Lincoln Navigator Extended SUV 4x4,11240
0,,5,5,5,5,,,,,,,5,5,5,,,,,,,3,Not Rated,0.212,0,,,5,,,,,,,,Standard,1,0,0,2017,LINCOLN,NAVIGATOR,2017 Lincoln Navigator SUV 4x2,11237
0,,5,5,5,5,,,,,,,5,5,5,,,,,,,4,Not Rated,0.198,0,,,5,,,,,,,,Standard,1,0,0,2017,LINCOLN,NAVIGATOR,2017 Lincoln Navigator SUV 4x4,11238
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,1,4,0,2017,MASERATI,GHIBLI,2017 Maserati Ghibli 4 DR AWD,11431
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,1,4,0,2017,MASERATI,GHIBLI,2017 Maserati Ghibli 4 DR RWD,11432
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2017,MASERATI,GRAN TURISMO,2017 Maserati Gran Turismo 2 DR RWD,11650
